_id,책ID,책 이름,댓글 아이디,댓글 내용
658e840ac3baaf37b89b33c9,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,by**************,아돌프 히틀러도 영감을 얻었다니...
658e840bc3baaf37b89b33ca,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,bb*****,마흔에 읽는 쇼펜하우어 쉽게 읽히긴 했지만 기대만큼 좋지는 않았어요
658e840cc3baaf37b89b33cb,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ti********,한번쯤 읽어봐야할 철학인문서
658e840dc3baaf37b89b33cc,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sj******,내용이 좋아요. 추천이요!
658e840ec3baaf37b89b33cd,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,in*****,마흔이 다시 느껴지네요
658e840fc3baaf37b89b33ce,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ps*****,저도 마흔 후반이 되니 이런저런 생각이 많아 읽어 보고 싶어 지네요
658e8410c3baaf37b89b33cf,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ar*****************,도움이 많이 되었습니다
658e8411c3baaf37b89b33d0,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ha******,나를 위한 삶에 성찰을 주는 책
658e8412c3baaf37b89b33d1,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,pr********,아직 40대는 아니지만 인생을 어떻게 대해야 하는지 깨달음을 주는책
658e8416c3baaf37b89b33d2,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,cy*****************,시간 보내고 머리식히기 좋은 책
658e8417c3baaf37b89b33d3,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,eu***,인생의 분기점에 소중한 조언을 얻을 수 있습니다
658e8418c3baaf37b89b33d4,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,qw******,고마워요 계속 잘 봅니다
658e8419c3baaf37b89b33d5,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,qw******,계속 잘 보고 있습니다 감사합니다
658e841ac3baaf37b89b33d6,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,qw******,너무 좋아요 감사합니다
658e841bc3baaf37b89b33d7,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,fk*****,처음 접하는 쇼펜하우어
658e841cc3baaf37b89b33d8,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,da****,너무 기대를 하면 실망할수 있어서 집중하면서 천천히 보려고 합니다
658e841dc3baaf37b89b33d9,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,lj****,마흔에 읽는 쇼펜하우어
658e841ec3baaf37b89b33da,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ji****,배송이 빨랐습니다. 아직 읽기 전인데 기대 중입니다.
658e841fc3baaf37b89b33db,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,eu*******,"마음이 안좋아서, 위로받고 싶어서 고른 책중에 하나인데요.\n다 맞는말만해서 빠르게 읽고있어요!\n아는말인데도 이렇게 눈으로 보고되니까 먼가 제 마음이 정리되는것 같은 기분이에요"
658e8422c3baaf37b89b33dc,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,js*******,인생에 대해서 한 번 고민해 볼만한 문제들
658e8423c3baaf37b89b33dd,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,me****,잠언처럼 책상에 올려놓고 수시로 보고 있습니다. 마음이 한결 고요하고 명쾌해지는 느낌입니다..
658e8424c3baaf37b89b33de,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,tl*****,내 마음을 읽히는 듯한 정말 와닿는 내용입니다.
658e8425c3baaf37b89b33df,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,mi******,집중하고 읽을수있어여요
658e8426c3baaf37b89b33e0,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,jo*******,나이 상관없이 삶의 자세를 알려줍니다.
658e8427c3baaf37b89b33e1,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,so****,요즘 자주 느끼는 감정에 대해 설명해주는듯한 느낌을 받아서 좋았어요. 잘 읽었습니다~
658e8428c3baaf37b89b33e2,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,lo********,읽기 쉽게 쓰여져 집중이 잘 되는책이에요~~ 도움이 되었어요
658e8429c3baaf37b89b33e3,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,jk****,좋앙용요용요용요요요용
658e842bc3baaf37b89b33e4,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,n2*****,쇼펜하우어를 읽다.
658e842cc3baaf37b89b33e5,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,su*****,나를 위한 책. 한글자 한글자 집중해서 읽고 있습니다
658e842fc3baaf37b89b33e6,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,su******,어려운 듯 해도 싑게 읽히는\n책 이네요\n그러게요\n잘 봤어요
658e8430c3baaf37b89b33e7,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,tt********,재미있게 읽고있어요
658e8431c3baaf37b89b33e8,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,mc****,좋은책이네요 유명한 이유가있어요
658e8432c3baaf37b89b33e9,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,be********,가끔 삶의 방향을 잃거나 혹은 지금까지 해왔던 모든게 부질없다고 느낄때 다시금 새로고침을 할수 있을거 같습니다 세월이 변해도 사회 및 이런저런 시스템이 편하게 되어도 결국 사람이 고민하는 부분은 비슷비슷 하네요
658e8433c3baaf37b89b33ea,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sn******,선물했는데.. 너무 좋다고 하네요^^
658e8434c3baaf37b89b33eb,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,dk****,40대가 된 요즘의 저에게 주는 마음의 양식.\n욕심을 버리고 좀 더 긍정적으로 삶을 봐야겠다는\n생각이 듭니다.
658e8435c3baaf37b89b33ec,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ti******,생각을 많이 하게 합니다
658e8436c3baaf37b89b33ed,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sp*******,마흔에 읽는 시리즈를 읽다보니 이번엔 쇼펜하우어를 읽게도네요. 마음의 위기를 다스리는 철학수업을 해볼까합니다. '하고 싶고 할 수 있는 것에 집중하라!' 참 단순하지만 단순하지 않은 문장.\n나이를 먹을수록 삶의 지혜가 필요하다.
658e8437c3baaf37b89b33ee,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,co********,누군가의 생일 선물로 주기위해 구매했는데 좋아할것 같네요~^^
658e8438c3baaf37b89b33ef,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ul******,내용이 좋네요. 잘쓰셨네요. 작가의 실력과 내공이 느껴지는 좋은 책입니다.
658e843cc3baaf37b89b33f0,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,co********,누군가의 생일 선물로 주기위해 구매했는데 좋아할것 같네요~^^
658e843dc3baaf37b89b33f1,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ky********,기대되는만큼 좋은! 도움이 되는 책인듯해요
658e843ec3baaf37b89b33f2,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,vi*****,정말 좋은 책이에요
658e843fc3baaf37b89b33f3,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,an*****,쇼펜하우어 관심이 생겨서 구매했습니다. 기대되네요
658e8440c3baaf37b89b33f4,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sw*****,좋아요!좋아요!!!
658e8441c3baaf37b89b33f5,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,cy******,와닿는 구절이 많습니다
658e8442c3baaf37b89b33f6,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sa****,우연히 주문하게 되었는데 감명깊게 읽었습니다.
658e8443c3baaf37b89b33f7,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,hk*****,좋았어요 최고입니다
658e8444c3baaf37b89b33f8,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,eo****,나이가 들어감에 되짚어보게되는 나자신
658e8445c3baaf37b89b33f9,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sj********,마흔에 맞게 읽어보고자 구매했ㅇ니요
658e8448c3baaf37b89b33fa,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,al******,쇼펜하우어의 말보다는 작가시점의 내용이 많네요~
658e8449c3baaf37b89b33fb,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,hi*******,마흔에 읽는 쇼펜하우어
658e844ac3baaf37b89b33fc,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,jj*******,내년에 마흔이라읽어보았어요
658e844bc3baaf37b89b33fd,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,su******,방금 주문 했네요\n기대 되네요!
658e844cc3baaf37b89b33fe,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ss******,마흔이라는 나이에 하는 고민들과 생각들을 적절하게 짚어주어 좋았어요
658e844dc3baaf37b89b33ff,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ir******,좋네뇨 감사합니닿 ㅎㅎ
658e844ec3baaf37b89b3400,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,oj********,도움이 되는 책입니다 감사해요
658e844fc3baaf37b89b3401,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,zi******,요즘 많이 읽는것 같아 저도 사봤어요.
658e8451c3baaf37b89b3402,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ls*****,읽기 쉬운 책 입니다.
658e8452c3baaf37b89b3403,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,hy******,40을 앞두고 보고싶어서 본 책.\n마음이 편안해집니다
658e8455c3baaf37b89b3404,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,na******,마음이 풍요로워짐
658e8456c3baaf37b89b3405,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,Ri****,좋아요ㅜ좋아요ㅜ좋아오오
658e8457c3baaf37b89b3406,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ph****,올한해 쇼펜하우어 관련책이 유독 많이 보이네요. 마음을 다스리는데 많은 도움이 됩니다.
658e8458c3baaf37b89b3407,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ju*****,인생이 고통이라면 삶의 기준을 타인에게서 자신으로 옮기는 ‘진짜 행복’을 위한 고통을 겪으라는.말은 의미심장하네요.
658e8459c3baaf37b89b3408,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ju********,혼자되는 법을 배우게 되는책
658e845ac3baaf37b89b3409,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,qk******,세상은 힘들다. 그럼에도 불구하고 살아가야 하는 이유
658e845bc3baaf37b89b340a,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ck***,아주도움되는도서입니다
658e845cc3baaf37b89b340b,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,le******,마흔은 아니지만 누구라도 재밌게 읽을 수 있어요
658e845dc3baaf37b89b340c,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,my*******,재미있네요~~~~~
658e845ec3baaf37b89b340d,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,go******,염세주의자로만 알고 있었던 쇼펜하우어가 사실은 현실주의자이면서 나 자체에 집중한 철학자였다는 사실이 놀랍습니다
658e8461c3baaf37b89b340e,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,an*******,철학? 나에게는 어렵다 하지만 최대한 쉽게 접근할수 있도록 해준 책
658e8462c3baaf37b89b340f,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,da*****,나이들어 읽으니 더 이해 공감이 잘 되어요.
658e8463c3baaf37b89b3410,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,yu****,정치 사회 국제 관계에 영향을 미친 이야기
658e8464c3baaf37b89b3411,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,nh***,굳이40대가 아니라도 앍어볼만한 책입니다
658e8465c3baaf37b89b3412,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ta******,세속의 성자! 금언 수준입니다.
658e8467c3baaf37b89b3413,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ba********,진정한 행복에 대해 다시 생각하고 다짐하는 시간이 되었어요.
658e8468c3baaf37b89b3414,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,so*****,행복에대해 참많은걸 생각하게되네요^^
658e8469c3baaf37b89b3415,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,e8****,좋아요 잘읽었네요~~
658e846ac3baaf37b89b3416,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ih*****,마흔에 읽었으면 도움이 많이 되겠지만 쉰이 된 지금에도 도움이 된다
658e846bc3baaf37b89b3417,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ko*******,마흔이 넘어 다시 읽는 쇼펜하우어 감동입니다
658e846ec3baaf37b89b3418,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,yh***,마흔 살에 힘이되는 책
658e846fc3baaf37b89b3419,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ai****,인생에 도움되는 말
658e8470c3baaf37b89b341a,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ss******,생각을 많이 하게되는 책입니다
658e8471c3baaf37b89b341b,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,cl********,사는데 도움돼는 책
658e8472c3baaf37b89b341c,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,rk****,기대중입니다~쇼펜하우어 책\n다 읽으볼 예정입니다
658e8473c3baaf37b89b341d,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ns***,냉철하지만 받아들일 수밖에 없는 조안들
658e8474c3baaf37b89b341e,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ck******,도움이 많이 될 것 같아요
658e8475c3baaf37b89b341f,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,da*****,재미있어요^^ 잘 읽었습니다
658e8476c3baaf37b89b3420,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,hu******,쇼펜하우어는 마흔이든 쉰이든 한번쯤 봐야 할 것 같아요
658e8477c3baaf37b89b3421,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,or******,읽고싶었어요 재미있을거같아요
658e847bc3baaf37b89b3422,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,mo******,철학적인 내용이지만 짧고 이해하기 쉽게 되어 있어서 읽기 좋았어요
658e847cc3baaf37b89b3423,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,kh******,읽을수록 마음이 편안해지고 공감돼요~
658e847dc3baaf37b89b3424,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,hi*****,마음공부하기 좋아요.
658e847ec3baaf37b89b3425,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ju******,재밌게 잘 읽었오요
658e847fc3baaf37b89b3426,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,jo****,현재는 두 번 다시 오지 않는다
658e8480c3baaf37b89b3427,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,nu****,이제 이 책을 읽을 나이
658e8481c3baaf37b89b3428,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,yu********,"마흔에 읽는 니체 이후로 꼭 보고싶은 책이다. 사 놓고 아직 안 보고 있는데,기대된다.^^"
658e8482c3baaf37b89b3429,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,go****,삶의 자세를 다시 생각해 볼 수 있네요.
658e8483c3baaf37b89b342a,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,eu****,인생의 많은 시사점을 보여주네요
658e8484c3baaf37b89b342b,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,pu*****,내년에 마흔되는 신랑에게 선물해줬습니다! 재밌다고 좋다고 하네요!
658e8487c3baaf37b89b342c,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ja********,잘 읽었습니다...
658e8488c3baaf37b89b342d,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,my*******,재미있게 읽겠습니다.
658e8489c3baaf37b89b342e,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,li*******,"쑬쓸한 겨율비거 오돈 날, 제 마음을 따뜻하개 해주는 인생에 도움이 되는 책입니다"
658e848ac3baaf37b89b342f,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,wj***,마흔은 아니지만 베스트셀러이 있길래 읽어보았습니다. 많은 생각이 드네요
658e848bc3baaf37b89b3430,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ji*******,좋아요 좋아요좋아요
658e848cc3baaf37b89b3431,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,02******,읽어보고 싶어서 구매합니다
658e848dc3baaf37b89b3432,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,dm******,삶을 사는데 도움이 되는 좋은 책이에요
658e848ec3baaf37b89b3433,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,so****,도움이 되었습니다.
658e8490c3baaf37b89b3434,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,an*****,이 리뷰에는 스포일러가 포함되어있습니다.\n보기
658e8491c3baaf37b89b3435,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,im****,빙송에 나와서 사봄. 도서관에도 없어도 내돈내산.\n재밌네요
658e8494c3baaf37b89b3436,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ke*******,요즘 쇼펜하우어 책 추천을 많이해서 보게 되었어요. 인생의 지혜와 좋은말이 많아요
658e8495c3baaf37b89b3437,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ks******,나이가 들수록 책이 또다른 친구가 되는 느낌입니다.
658e8496c3baaf37b89b3438,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,so*****************,이 리뷰에는 스포일러가 포함되어있습니다.\n보기
658e8497c3baaf37b89b3439,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,mi********,쇼펜하우어에 대한 문턱을 낮춰준 대중서같다.\n어렵지 않은 언어와 적절한 예시로 쇼펜하우어가 강조한 그의 정신을 소개해 준다.\n제목과는 달리(?) 10대 20대 30대 40대 50대등 나이에 상관없이 읽을 수 있는 책 같다.\n어려운 사상 철학서가 아니고 교훈이 되는 좋은 말씀을 쉽게 풀어놓은것 같아서 술술 읽혀서 좋았다.\n\n정신이 풍요로워질수록 공허가 비집고 들어올 공간이 적어진다는 말이 기억에 남는다.
658e8498c3baaf37b89b343a,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ba*****,재밌네요\n공감됩니다
658e8499c3baaf37b89b343b,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,mi******,계속곁에 두고 읽고 싶은 책 입다
658e849ac3baaf37b89b343c,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ic******,재밌게 잘 읽혀요 좋아요~
658e849bc3baaf37b89b343d,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,su********,너무 바쁘게 어제와 같은 오늘을 살고\n제대로 살고있는 것인지\n이렇게 바쁘기만해도 되는것인지\n바쁨이 일상이되고 또 지루해지고\n\n그런 내삶에 이유를 설명해주고\n잘 살고있다고 격려와 위로를 받았다\n\n\n바쁨도 일상이되서 지루함이 되고
658e849cc3baaf37b89b343e,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,kh*****,인생에 대한 통찰력을 길러주는 좋은 책이에요
658e849dc3baaf37b89b343f,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ma*******,베스트셀러라길래 읽어봤는데 생각보다 재밌어요.
658e84a0c3baaf37b89b3440,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ja********,현재\n지금 당장 저에게 필요한 책입니다
658e84a1c3baaf37b89b3441,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,gg******,저의 마음 상태를 알고싶어 읽고 있어요
658e84a2c3baaf37b89b3442,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,hi*****,"자연은 인간이 눈먼 사랑을 하기를 원하는데, 인간은 너무나 따지려고 든다."
658e84a3c3baaf37b89b3443,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,jj*****,아직 다 읽진 못했지만 잘읽혀요~\n그리고 이런 저런 생각이 드는 책이예요!
658e84a4c3baaf37b89b3444,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,qh******,이 리뷰에는 스포일러가 포함되어있습니다.\n보기
658e84a6c3baaf37b89b3445,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,qh******,이 리뷰에는 스포일러가 포함되어있습니다.\n보기
658e84a7c3baaf37b89b3446,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,br******,한번쯤 읽어볼만한 책이네요
658e84a8c3baaf37b89b3447,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,se****,요즘 유명하길래 ... 봤는데 쉽고 재미있네요.
658e84a9c3baaf37b89b3448,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,hi*****,방송보고 구매했는데 기대됩니다.
658e84aac3baaf37b89b3449,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ta*******,스스로를 되돌아보게 되는 양서입니다.
658e84adc3baaf37b89b344a,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,in****,쇼펜하우어를 독자가 사유하기엔 충분하지만 부족하다. 부족한 공백을 삽화로 메우고 독자의 혼란스러움을 목차로 다독여주는...
658e84aec3baaf37b89b344b,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,jj********************,좋습니다 좋은 글 추천합니다
658e84afc3baaf37b89b344c,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ji*****,"마흔, 할 수 있는 것에 집중하라. 마흔은 이미 넘었으나 그럼 어떠하리 내 삶에 집중하자."
658e84b0c3baaf37b89b344d,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,cj****,요즘 빠져있는 쇼펜하우어에요 ~
658e84b1c3baaf37b89b344e,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ja*****,마음을 다스리는 마흔 살에 읽는 책
658e84b2c3baaf37b89b344f,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ra*******,천천히 읽으려고 샀어요
658e84b3c3baaf37b89b3450,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,hn****,친구에게 선물했습니다
658e84b4c3baaf37b89b3451,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ju********,일단 1위라서 주문했어요.\n읽어볼게요.
658e84b5c3baaf37b89b3452,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,so*****,쇼펜하우어를 빼고 인새을 논할수없다
658e84b6c3baaf37b89b3453,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,si*****,쇼펜하우어 추천 받아 구매했어요
658e84b9c3baaf37b89b3454,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,dn********,유익합니다~!!!!
658e84bac3baaf37b89b3455,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,na********,도대체 어떤 책이길래 이렇게 화제가 되었나 궁금해요
658e84bbc3baaf37b89b3456,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,gi*******,좋은 책 추천합니다
658e84bdc3baaf37b89b3457,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sb****,간결하고 좋습니다 난해하지 않고 와닿는 내용이 많네요
658e84bec3baaf37b89b3458,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,jh****,제게 딱 필요한 책입니다. 도움이되었으면 좋겠네요.
658e84bfc3baaf37b89b3459,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,si******,좋아요 좋아요 정말
658e84c0c3baaf37b89b345a,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,re***,생각보다 많이 허접한 책 같습니다.
658e84c1c3baaf37b89b345b,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ch******,차분하게 읽기 좋아요 잘쓸게요
658e84c2c3baaf37b89b345c,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,le****,쇼펜하우어의 말들을 잘 정리했네요 새로운 내용은 없지만 현대에 맞게 마흔이 아니라 새로운 삶의 지표가 필요할때 읽어보면 좋을 거 같아요 활자도 크고 잘 읽히고 금방 읽어요
658e84c3c3baaf37b89b345d,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,dl********,쇼펜하우어 다른책 읽고\n요것도 읽어보려구요
658e84c6c3baaf37b89b345e,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,bl******,좋은 글귀 문장들이 많아요
658e84c7c3baaf37b89b345f,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ps****,너무 재미있게 읽고 있어요~\n강추강추 합니다.
658e84c8c3baaf37b89b3460,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,fe********,요약본(?) 같은 느낌이라 책을 끝까지 보는데 어렵지 않았어요. 인문학 책읽기를 시작하는 분들에게 한 권 다 읽기 시작으로도 좋은 것 같아요.
658e84c9c3baaf37b89b3461,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,dr*******,책이 얇아요 내용도 읽기 쉬웠어요 평소 책 끝까지 못읽는 분들 부담없이 읽기 좋습니다
658e84cac3baaf37b89b3462,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,lu****,잘 읽혔습니다~~~~~~
658e84cbc3baaf37b89b3463,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sw******,점점 나이가 들어가며 읽으면 좋을거 같아요 ^^
658e84ccc3baaf37b89b3464,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,la*******,아직 40대가 아니어서 많이 공감이 되지는 않지만 마음의 양식을 쌓기 좋은 책인 것 같아요
658e84cdc3baaf37b89b3465,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,le********,이건두고두고읽고싶은책이다.
658e84cec3baaf37b89b3466,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sr***,좋은 내용 많습니다 잘읽을께요
