_id,책ID,책 이름,댓글 아이디,댓글 내용
658e8571c3baaf37b89b34e7,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ji******,꼭 읽어봐야 할 책입니다.
658e8572c3baaf37b89b34e8,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ja********,삶은 참 철학적인듯 해요
658e8573c3baaf37b89b34e9,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sg*****,어렵긴 한데 도움이 됩니다
658e8576c3baaf37b89b34ea,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,an*******,어렵긴한데 도움이 됩니다
658e8577c3baaf37b89b34eb,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,76********,아주 재미있게 보고 있습니다
658e8578c3baaf37b89b34ec,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,73********,아주 많은 도움이 됐음
658e8579c3baaf37b89b34ed,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,mo******,아주 재미있게 봤어요
658e857ac3baaf37b89b34ee,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,tj******,쇼펜하우어\n기대가 됩니다.
658e857bc3baaf37b89b34ef,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ks****,쇼펜하우어에 관해 고나심이 있었는데 이 책을 읽고 철학에 대해서도 알아봐야겠어요
658e857cc3baaf37b89b34f0,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,se*******,인생에 대해 다른 관점으로 생각해볼 수 있어 좋았다.
658e857dc3baaf37b89b34f1,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,we******,삶을 성찰하는데 도움되네요.
658e857ec3baaf37b89b34f2,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,sa****,읽어보고싶어요 재밌을들
658e857fc3baaf37b89b34f3,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,at******,많이 들어 봤던 말들이 책 안에 다 있었다. 귀로만 들으면 들을 때만 아 하고 날려버린다. 반면 책으로 읽으니 기억에 남아서 삶에 도움이 될 것 같다.
658e8583c3baaf37b89b34f4,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,qu********,"진짜 마흔이라는 나이가 나에게 올 줄은 몰랐다. 만나이로 적용하면 아직은 아니긴 하지만 진짜 나이를 이렇게까지 나이를 먹었지만 실감이 나지 않는다. 지금의 나에게는 10대 20대 30대를 지나오면서 마음의 위기가 중간중간 왔던 것 같다. 그때마다 내가 어떻게 지내왔는지 생각해보면 아찔할 때도 있다. 인생에 대한 생각을 해보자면 진짜 생각이 한도 끝도 없을 것 같은 와중에 책 제목이 일단 와닿았고, 나에게 무언가 교훈을 던져주지 않을까 하는 희망으로 접해보고 싶었는데 기회가 닿아 접하게 되었다.\n\n이 책은 시작하며를 시작으로 총 5장으로 구성되어 있다. 1장은 마흔, 왜 인생이 괴로운가(쇼펜하우어의 진리), 2장은 왜 있는 그대로 인정해야 하는가(쇼펜하우어의 자신), 3장은 무엇으로 내면을 채워야 하는가(쇼펜하우어의 행복), 4장은 어떤 사람으로 살아야 하는가(쇼펜하우어의 관계), 5장은 어디에서 행복을 찾아야 하는가(쇼펜하우어의 인생)이다. 각 장마다 5-6개의 소제목으로 구성되어 있다.\n\n책을 읽으면서 특히 쇼펜하우어의 행복, 쇼펜하우어의 인생 부분에 관심이 갔다. 진짜 작가의 말대로 건강이 행복을 좌우하는 것은 맞는 말 같다. 40대가 되면 없던 병도 생기는 느낌이다. 그만큼 체력관리를 부단히 하지 않으면 건강 적신호를 느낄 수 있는 나이인 것 같다. 아픈 것 만큼 진짜 슬프고 짜증나는 일도 없다고 생각한다. 몸도 몸이지만 특히 마음이 아플 때도 잘 달래야 한다는 생각을 했다. 몸만 아픈게 아픈게 아니라 마음이 아픈 것도 병이니 그것을 잘 다스려야 나에게 행복이 오지 않을까 싶다. 행복은 짧고, 현재를 살아야하며 자신만의 색깔을 찾고 돈의 크기보단 돈의 관리가 중요하며 타인의 평가는 크게 중요하지 않으며 나 자신이 누구인지를 진정으로 깨달아야 함을 쇼펜하우어가 전한다면 정말 하나같이 나에게 필요한 말들이 아닌가 싶다. 진짜 인생에서 행복을 느낄 시간은 적고, 특히나 현재는 금방 쏜살같이 지나가서 과거가 되어버리고, 진짜 나만의 색은 무엇인지 아직 진지하게 생각해보지는 못했고, 돈의 관리는 아직 엉망이고, 타인의 평가도 아직까지 중요하게 여기고 있고, 나 자신에 대해 진지하게 생각해 본적이 드물다. 무언가 내가 추구해야 할 것이 무엇인지를 지금이라도 깨닫고 그 방향성을 생각해보고 또 지금보다 더 나은 나를 위한 삶을 설계해야 할 때가 아닌가 싶다. 정말 철학을 접할 때마다 느끼지만 생각에 생각이 꼬리를 물기 때문에 생각은 끝이 없다. 하지만 그저 막연한 생각이 아니라 진짜 생각이 필요한 것들을 다시 생각하고 되짚어봄으로 인해 나 자신을 발전시켜 나가는 것은 필요하다는 생각을 한다. 마흔이 다가오거나 마흔이란 나이가 갖 지났다면 아니면 꼭 마흔이 아니라도 내 인생이 중년기에 맞았다는 생각이 든다면 이 책을 읽어보고 나 자신을 좀 더 돌아볼 수 있는 시간을 가지는 것도 좋을 것 같아서 추천해본다.\n\n\n\n-이 리뷰는 출판사에서 도서를 제공받아 직접 작성한 리뷰입니다."
658e8584c3baaf37b89b34f5,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,bi*******,"마음의 위기를 다스리는 철학수업\n마흔에 읽는 쇼펜하우어\n\n\n\n쇼펜하우어라는 철학자에 대해 알지 못했지만\n가을이라 그런지 철학관련 여러 추천도서를 받았습니다.\n그 중에 쇼펜하우어 이름도 있어서 이 책에 관심이 갔습니다.\n\n\n쇼펜하우어는 염세주의 철학자로 잘 알려져 있습니다.\n삶은 고통이며, 쾌락이나 행복은 고통이 없어졌을때 아주 잠깐 찾아오는 것이라고 말합니다.\n\n이러한 염세주의적인 쇼펜하우어의 철학에서\n이책의 저자 강용수는 진정한 행복에 다다르는 방법을 연구하고 관련 책을 냈습니다.\n\n\n그래서인지 이 책에서는 염세주의적인 철학이 마냥 부정적으로 보이지 않았고 오히려 행복해지는 방법에 대해 생각해볼수 있었습니다.\n<마흔에 읽는 쇼펜하우어> 이 책은 마흔의 고통을 해소하고 마음의 위기를 다스리는데 도움이 될 조언을 쇼펜하우어의 철학과 연관지어 인생에 대한 조언 30가지가 나와있습니다.\n\n\n\n\n\n""자신이 갖고 있을때는 모르다가 막상 잃게 되면 알게 되는 것이 진정한 행복이다.\n행복이 소극적인 성질인 이유는 결핍을 충족한 상태이기 때문이다. 그래서 결핍을 지양하는 것 이상으로 행복할수는 없다. 많은 장애물을 넘어선다고 해도 원래 그 자리에 있는것과 같다.\n반대로 고통이 적극적인 이유는 소유물이나 건강처럼 우리가 늘 당연하게 여기는 것들은 갖고 있을때는 모르다가 잃고 나서야 그 가치를 절실하게 느끼기 때문이다.\n따라서 영원히 지속하는 행복은 있을수 없다. 다만 상실 이후의 회복으로써 순간의 행복이 있을 뿐이다.\n\n행복한 인생을 결정짓는 진정한 가치는 고통을 잘 견뎌내는 인내력에 있다. 세상에서 가장 큰 행복을 누리는 사람은 역설적으로 덜 불행하게 살수있는 용기가 있고, 고통을 그럭저럭 견뎌내면서 하루하루를 묵묵히 살아가는 사람이다.""\n\n시간이 지나고 나서야 그때가 좋았지... 생각하는 것처럼 잃고 난 뒤에야 행복을 뒤늦게 깨닫는 것은 당연한것 같습니다.\n뒤늦게 깨닫는것을 당연하다 생각하고 이미 지나간것에 미련과 후회를 두지 말자는 다짐을 해봅니다.\n잃고 난 후에야 행복을 깨닫는다면, 다시 행복해지는 방법도 알게되는 기회가 주어진것이라고 생각하면 됩니다. 그대신 놓쳤다는 고통에 덮지 말고, 다음을 위해 어떻게 해야할지 제대로 고통을 느끼고 배우고 가야 합니다.\n\n끊임없이 고통을 인내해야 한다는 것에 고통을 느꼈지만, 앞으로는 그러지 말아야 겠습니다. \n인내해야 한다는 생각보다 무탈한 지금에 감사하는 마음을 더 갖는것이 훨씬 좋아보입니다.\n\n\n\n74\n""행복은 자신만의 탁월한 능력을 최대로 발휘하는데 있다.""\n\n평생교육이라는 말이 있듯이 우리는 끊임없이 탐구해 세계와 자신에 대해 알아가야 한다. 무엇보다 내가 갖고 있는 장점과 내가 진정 원하는 것을 알아야만 자신만의 행복의 방향이 비로소 정해진다. 능력과 욕구를 일치시키는 적성에 맞는 일을 함으로써 자신의 장점을 극대화할수 있다.\n\n\n\n\n요즘 행복은 무엇인지 행복하게 잘 사려면 어떻게 해야하는지에 대한 고민을 많이 하고 있는데, 이 책에서 수많은 좋은 구절들을 보며 힐링할수 있었습니다.\n\n\n쇼펜하우어의 철학을 저자가 현대 시대에서 많은 사람들이 고민하고 고통을 느끼는 주제와 연관지어 풀어주었습니다.\n경제적자유를 누린후에 느끼게 되는 공허함,\n항상 지나고 나서 예전이 좋았지라고 느끼게 되는 미련,\n이러한 것들이 쇼펜하우어 철학에서는 당연한 것임을 보니\n더욱 현실에 감사하고 만족하며 살아야겠다는 생각이 듭니다.\n\n\n\n행복에 대한 내용과 어떻게 하면 스스로 행복을 느낄수 있는지 해답이 나와있습니다.\n삶에 대해 허무함을 느끼고 앞으로 어떻게 살아가야할지 많은 생각을 하게 되는 마흔 뿐만 아니라, 인생을 살아가는 올바른 마음가짐을 배우고 싶은 사람에게도 추천합니다.\n\n\n\n\n\n#마흔에읽는쇼펜하우어\n\n출판서로부터 도서를 무료로 제공받아 주관적으로 작성한 리뷰입니다"
658e8585c3baaf37b89b34f6,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,ok*****,"목이 타듯 마를 때 마시는 한 잔의 물처럼, 마음에 남는 한 줄의 말이 거친 삶을 살아내게 하는 힘이 되곤 한다. 나는 어릴 때부터 니체의 사상과 글에 심취한 니체주의자였다. 내게 니체의 어록은 삶의 고통을 견딜 수 있는 진통제가 되기도 했고, 좌절을 그치고 한걸음 더 분발할 수 있게끔 격려하는 응원가가 되기도 했다. 니체가 내게 그러했듯, 누군가에겐 쇼펜하우어의 말과 글이 바로 그런 진통제나 응원가가 되어주지 않을까.\n\n\n\n철학자 강용수의 《마흔에 읽는 쇼펜하우어》(유노북스, 2023)는 '마흔의 삶에 지혜를 주는 쇼펜하우어의 30가지 조언'을 담은 교양서다. 인생의 지혜가 담긴 쇼펜하우어의 어록에 저자의 감상을 담고 있는데, 저자 소개란에 ""쇼펜하우어와 니체 철학을 바탕으로 자기 긍정과 행복을 위한 방법을 전하고 있다""는 대목이 내 주의를 끌었다.\n\n\n\n쇼펜하우어나 니체나 모두 대중의 오해를 산 측면이 있다. 가령 쇼펜하우어는 자살을 찬미한 염세주의자로 알려져 있고, 니체는 허무주의 철학의 나팔수로 알려져 있는 것처럼 말이다. 사실 쇼펜하우어는 그리스 철학자 아리스토텔레스의 행복론에 충실한 후계자다. ""삶의 지혜는 즐겁고 행복하게 사는 기술이다""라는 그의 명언이 이를 증명한다. 쇼펜하우어의 주저는 《의지와 표상으로서의 세계》와 《소품과 부록》이다.\n\n\n\n인생은 고난과 고통의 연속이다. 그래서 ""현자는 쾌락이 아니라 고통이 없는 상태를 추구한다."" 고통에는 두 가지 종류가 있다. 하나는 성공, 부, 명예와 같은 '가짜 행복'을 좇는 고통이고, 다른 하나는 '진짜 행복'을 좇는 고통이다. 진짜 행복은 불가의 용어를 비릴면 '수처작주'의 주인공 정신에 있다. 진짜 행복을 좇으면 ""자기 자신을 긍정하는 마음, 타인에게 비굴하지 않는 당당함, 스스로의 힘으로 살 수 있는 품격""을 얻게 된다. 반면에 가짜 행복을 좇으면 '고통'과 '무료함'에 시달릴 뿐이다.\n\n\n\n""인간의 행복을 가로막는 두 가지 적수가 고통과 무료함인데, 우리의 인생이란 이 두 가지 사이를 오가는 것이라고 할 수 있다. 외적으로는 궁핍과 결핍이 고통을 낳는 반면 안전과 과잉은 무료함을 낳는다. 따라서 하층 계급 사람들은 궁핍의 고통과 끊임없이 싸우는 반면 부유하고 고상한 세계의 사람들은 무료함을 상대로 싸움을 벌인다.""(36, 37쪽)"
658e8586c3baaf37b89b34f7,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,md*****,"한 10년쯤 전인가, 쇼펜하우어의 <문장론>을 읽었던 기억이 난다. 염세주의자로 알고 있었던 쇼펜하우어의 또 다른 모습을 본 듯한 기분이 들 정도로 굉장히 충격적으로 다가왔던 책이었는데, 철학적 사상 때문이 아니라 어떻게 글을 써야하는지를 분명하게 보여주는 책이라 더욱 그랬던 것 같다.\n\n\n\n글쓰기를 넘어 쇼펜하우어의 사상을 들여다보겠다는 생각에 이 책, 저 책을 읽었지만 문장론과는 또 다른 느낌이라 쉽게 다가오지 않았는데 이번에 <마흔에 읽는 쇼펜하우어>를 읽으면서 그의 생각을 일부나마 들여다볼 수 있었다.\n\n\n\n이 책을 읽는 내내 염세주의자라는 말과는 어쩌면 너무나 다른 듯한 쇼펜하우어의 이야기들이 담겨있어 조금은 놀랍다는 생각이 들었다. 5장에 걸쳐 마흔이라는 나이에 각자의 내면을 무엇으로 채워야할지를 들려준 쇼펜하우어, 그리고 그의 생각을 독자들에게 이해하기 쉬운 언어로 세심하게 풀어준 저자 강용수 교수의 도움으로 인생 2막을 맞이하는 이들에게 이 책이 커다란 힘이 되지 않을까 싶다.\n\n\n\n삶의 무게를 가볍다고 말하는 사람은 아무도 없겠지만 마흔이라는 나이는 그 어느 때보다 삶의 무게를 더 깊이 느끼는 시기가 아닌가 싶다. 그 무게감에 나 자신을 잃어버리기 쉬운 그 때, 쇼펜하우어는 자신을 돌아보고 자신의 길을 찾아 행복을 느끼라고 말한다.\n\n\n\n마흔을 넘어 또 다른 고개를 넘어가는 나이에 이르러보니 쇼펜하우어의 말이 더욱 가슴에 깊이 와 닿는다. 행복이란 다른 누군가의 시선으로 바라보는 것이 아니라 오직 나만의 시선으로 만들어가는 것임을 조금 더 절절하게 느끼는 때라 그런 것일지도 모르겠다.\n\n\n\n여튼, 모든 이들이 행복했으면 좋겠다. 이 땅에서 살아가는 삶의 무게에 눌려 내 안에 있는 행복도 보지 못한 채 살아가지 말고."
658e8587c3baaf37b89b34f8,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,yj*****,"공부에서나 인생에서나 가장 중요한 것은 마음을 다스리는 일이고, 행복은 마음 관리에서 비롯된다는 것을 깨닫는 요즘이다. 대륙 철학과 합리론의 이성에 더 관심을 가지던 시기, 나에게 쇼펜하우어는 그저 염세주의자, 헤겔과의 강의 개설 대결에서 참패한 사람으로만 기억되고 있었다. 그러던 그였지만, 어느 순간 내 안에 있는 욕망과 행복과의 관계를 들여다보게 되면서 쇼펜하우어에 관심을 갖게 되었다. 일부 진화론자들의 이론과 키르케고르, 니체의 철학을 잘 이해하기 위해서라도 쇼펜하우어는 어쩌면 필수로 거쳐야 하는 철학자일지도 모른다. 그만큼 쇼펜하우어의 영향력은 생각보다 크다.\n\n\n\n\n\n쇼펜하우어를 왜 하필 마흔에 읽어야 할까. 제목을 보는데 그냥 여러 가지 생각이 든다. '행복'이라는 단어를 떠올리면 사람들은 막연히 행복감을 주는 '뭔가'찾게 된다. 나도 그렇다. 행복한 상태를 불러일으키는 것을 외부에서 찾는 것이다. 무엇을 가지면 행복하고... 무엇을 먹으면 행복하고... 무엇을 입으면 행복하고...\n\n그러나 쇼펜하우어가 말하길, 행복은 외부에 있는 기준에서 찾는 것이 아니라 삶 속에 내재되어 있는 고통을 줄이는 일 혹은 고통을 견디는 일이라 한다. 쇼펜하우어의 이러한 관점은 삶에 있어서 마음 관리와 연결되어 있는 듯하다.\n\n\n\n\n\n젊은 시절 학자적인 명성을 인정받지 못했던 쇼펜하우어는 40세 이후 서서히 빛을 보기 시작했고, 세상을 떠나기 2년 전인 70세 생일에는 전 세계에서 축하를 받을 만큼 명성을 떨쳤다고 한다. 견디는 것이 무엇인지 알았고, 그 견딤 이후에 찾아올 행복의 깊이와 의미를 그는 미리 알고 있지 않았을까.\n\n\n\n\n\n[마흔에 읽는 쇼펜하우어]에서는 개인의 삶에 대한 통찰과 지혜를 전하는 생활철학자로서의 쇼펜하우어의 철학을 저자 특유의 일상의 말로서 접할 수 있다. 왜 마흔에 읽어야 하는가. 2/30대가 치열하게 살아온 시간들이라면 40대, 이제 마음을 돌보아야 할 나이다. 마음의 위기를 다스려야 할 시점이다. 그래서 쇼펜하우어가 우리 곁에 있다.\n\n\n\n\n\n-출판사로부터 책을 제공받아 자유롭게 썼습니다-\n\n#마흔에읽는쇼펜하우어 #강용수 #유노북스"
658e8588c3baaf37b89b34f9,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,83***,"쇼펜하우어의 철학은 서양철학 뿐만 아니라 동양철학의 영향을 함께 받아 완성되었다. 또한 니체가 철학자가 되는데 직접적 영향을 끼쳤고, 심리학자 카를 융에게 이론적 토대를 제시하기도 한 철학자이다.(서문)\n\n이 책은 쇼펜하우어의 글을 소개하고, 저자의 코멘트를 통해 쇼펜하우어의 글을 해석하는 방식으로 구성되어 있다.\n\n저자 강용수님은 서양철학을 전공하였고, 철학박사로 주로 니체와 쇼펜하우어의 철학을 연구하였다.\n\n왜 인생이 괴로운가, 왜 있는 그대로 인정해야 하는가, 무엇으로 내면을 채워야 하는가, 어떤 사람으로 살아야 하는가, 어디에서 행복을 찾아야 하는가, 이렇게 5가지의 목차를 통해 쇼펜하우어의 이야기를 전하고 있다.\n\n책의 주요 테마는 삶에의 의지, 욕망, 고통, 사랑,행복이다.\n\n쇼펜하우어가 말하는 인간의 본성은, 태어나면서부터 갖게 되는 삶에 대한 맹목적 의지다. 인간은 살기 위한 맹목적 의지를 갖게 되는데, 영원히 살려는 맹목적 욕망이 충족되지 않아서 인간은 결국 고통을 피할 수 없다.\n\n삶에 대한 맹목적 의지는 곧 인간의 욕망인데, 인가의 욕망은 무한히 발생하므로 결코 충족될 수 없다. 이러한 욕망이 충족되지 않기 때문에 인간은 고통을 느낀다는 것이다.\n\n결국 인간의 삶은 고통의 연속이라 전제한 뒤 행복하기 위한 방법을 이야기한다.\n\n1) 행복의 가치를 내부에 둘 것. 중요한 것은 인간의 마음 속에 있다. 즉 세상을 바라보는 일관된 시야, 마음가짐, 태도다. 이를 위해서는 끊음없는 자기성찰을 위한 독서, 사색, 사유가 필수적이다.\n\n2) 소극적 행복론. 세상에서 가장 큰 행복을 누리는 사람은 역설적으로 덜 불행하게 살 수 있는 용기가 있고, 고통을 그럭저럭 견뎌 내면서 하루하루를 묵묵히 살아가는 사람이다. 쾌락보다 고통의 지속도와 강도가 훨씬 강하기 때문에, 열가지 쾌락을 추구하지 말고 한가지 고통을 피하도록 하는 것이 행복을 위한 길이다.\n\n3) 현재를 살아라. 오늘이라는 날이 단 한 번뿐이고 두번 다시는 찾아오지 않는 것임을 항시 명심하는게 좋을 것이다.\n\n4)자신으로 살아가라. 남이 시키는 것 아닌 자신이 원하는 것을 할 때 인간은 행복해진다\n\n쇼펜하우어의 시대와 현재의 시대의 간극은 참으로 길다. 그래서 책에서의 쇼펜하우어의 글과 해설 중 현재에 받아들이기가 힘든 면들도 존재한다. 되도록 혼자가 되라는 부분이 대표적으로 그렇게 느껴진다\n\n하지만 이 책을 읽으며 사랑, 고독,행복의 의미에 대해 심사숙고하게 되었고, 그에 관한 다른 시각의 책들을 함께 비교해가며 읽을 수 있는 좋은 시간이 되었다.\n\n읽는 자에게 많은 사유를 할 수 있는 도구적 역할을 할 수 있다면 철학 안내서의 역할을 충실히 하였다고 볼 수 있지 않을까 한다.\n\n*출판사로부터 도서를 제공받아 주관적 의견으로 작성하였습니다."
658e8589c3baaf37b89b34fa,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,bu***,쉽게 읽을 수 있어 좋아요 😀
658e858ac3baaf37b89b34fb,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,bl*****,"""모든 인생은 고통이다."" 24\n\n\n\n독일의 염세주의 철학자 쇼펜하우어(1788~1860)의 말이다. 언뜻 불교 사상인가 싶다. 태어나서 생로병사의 과정을 겪는 인간의 삶은 고통 그 자체다. 오직 해탈을 통해서만 윤회에서 벗어날 수 있다. 고통스러운 인간의 인생에서 어떻게 하면 행복할 수 있는지 쇼펜하우어의 철학을 알아보자.\n\n\n\n책은 5장으로 되어있다. 인생이 왜 괴로운가, 왜 있는 그대로 인정해야 하는가, 무엇으로 내면을 채워야 하는가, 어떤 사람으로 살아야 하는가, 어디에서 행복을 찾아야 하는가이다. 총 30개의 키워드를 제시하며 쇼펜하우어의 사상을 설명한다. 고통, 욕망, 고독과 같은 염세적인 것도 있지만, 행복, 만족, 자존감과 같은 긍정적인 것도 있고, 연애, 결혼, 독서, 글쓰기와 같은 현실적인 조언이 되는 주제도 있다.\n\n\n\n왜 마흔인가? 마흔이 되면, 인생에 대해 진지해진다. 출세, 성공을 위해 앞만 보고 달렸던 20-30대와는 달리 계속 그렇게 살아야하는 것인지, 그렇게 사는 것이 행복한 것인지, 어떻게 살아야하는지 숙고해야하는 시기다. 마흔 이후에 행복한 삶을 누리고 싶다면, 어떻게 해야할까?\n\n\n\n쇼펜하우어는 세상에 태어난 것이 고통이지만 죽을 때까지의 시간을 잘 견뎌야한다고 한다. 인간은 욕망이 충족되지 않아서 고통스러운데, 욕망은 채울 수 없는 갈증과 같아서 하나를 충족시키면 다른 것들이 또 기다리고 있다. 이를 충족시키기 어렵다면 욕망의 크기를 줄여야한다. 욕망의 최대 만족은 권태이고 최대결핍은 고통이다. 욕망이 충족되는 시간은 그리 길지 않다. 결핍이 만족되는 순간이 행복이고, 만족 상태가 길어지면 권태이다. 따라서 결핍과 행복 그리고 권태가 무한히 반복되는 것이다.\n\n\n\n어떻게 살아야할까? 쇼펜하우어는 불필요한 인간관계를 줄이고, 남과의 비교로 인한 질투를 경계하고, 큰 희망을 걸지 말고, 세상에 거짓이 많다는 것을 알라고 조언한다. 단순하고 단조롭게 사는 것이 좋다. 그러기 위해 지적인 생활을 할 수 있는 정신적인 소양을 갖춰야하는데, 고전을 숙독하며 사상가들과 대화하고, 자신의 사유를 글로 쓰고, 예술 중에서 특히 음악을 들으라고 권한다. 음악은 깊은 감동을 주는데, 그리스 비극 예술은 카타르시스를 가져온다. 음악과 그리스 비극에 관한 부분은 니체와 바그너가 영향을 받은 부분이기도 하다.\n\n\n\n사랑에 관한 생각을 보면, 다윈이나 <이기적 유전자>의 리처드 도킨스가 떠오른다. 인간은 죽음으로 끊어지는 생명의 의지를 자식을 낳아 연장한다. 사랑의 목적은 2세를 낳기 위함일 뿐 정신적인 교감이 바탕인 연애란 없다. 그저 환상일뿐이다. 사랑은 종족보존을 위한 자연의 기만이다. 자연에 속아 결혼하고 그것이 기만임을 알게 되고 고달픈 현실에 후회하게 된다. 출산이 목적인 성적인 사랑은 다음 세대를 만드는 의미에서 매우 중요하다.\n\n\n\n쇼펜하우어는 한명의 친구도 없이 혼자 지냈다. 애완견 아트만만 곁을 지켰다. 자신의 삶을 합리화하는 것일지도 모르겠다. 인간관계에서 고슴도치처럼 일정 거리를 지키라는데, 너무 가까우면 상처를 줄수도 입을수도 있기 때문이다. 자기처럼 혼자있는 법을 익혀라. 혼자서도 행복할 수 있는 사람은 굳이 다른 사람과 만나 희생할 필요가 없다. 고독을 견딜 능력이 있는 사람은 혼자서도 충분하다. 관계를 줄이면 자신만의 자유와 욕구를 회복한다. 행복을 자기 안에서 찾아야한다고 역설한다.\n\n\n\n19세기 철학자의 이야기가 현재의 우리에게 큰 위로가 된다. 지나친 경쟁 속에서 사회가 정해놓은 잣대에 맞추어 최선을 다해왔으니 이제 자신을 돌아보고 자신이 좋아하고 잘 할 수 있는 것을 찾아 즐기라고 한다. 머리 속에만 존재하는 과거와 미래가 아닌 현재를 즐겁게 살라고 하니 현실은 치열해도 마음을 편히 갖도록 도와준다.\n\n\n\n쇼펜하우어의 철학을 설명하면서 서양 철학과 신화는 물론 불교와 공자의 말씀도 인용한다. 해박한 지식과 깨달음이 있는 글이다. 인생은 고통이라는 염세적인 사상에서 이를 극복하기 위해 어떻게 살아야하는지를 깊이 고민하고 방법을 찾으려한 쇼펜하우어를 만날 수 있다."
658e858bc3baaf37b89b34fc,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,so******,이제까지 읽은 쇼펜하우어의 관한 책들 중\n가장 깔끔하게 설명되어 이해하기 쉬워요!
658e858cc3baaf37b89b34fd,658e82fbc3baaf37b89b32f5,마흔에 읽는 쇼펜하우어,so******,쇼펜하우어의 정신과 사상을 가장\n간결하게 표현한 책!
658e859ec3baaf37b89b3500,658e859ac3baaf37b89b34ff,내가 한 말을 내가 오해하지 않기로 함,oo*******,읽어보지도 않고 무턱대고 남기는 리뷰가 작가한테 도움이 되겠나.
658e859fc3baaf37b89b3501,658e859ac3baaf37b89b34ff,내가 한 말을 내가 오해하지 않기로 함,so***************,그의 글을 보면서 언젠가 책을 내줬으면 좋겠다 라는 생각을 했는데 이루어졌다 문상훈 사랑해 !!!!
658e85a0c3baaf37b89b3502,658e859ac3baaf37b89b34ff,내가 한 말을 내가 오해하지 않기로 함,ki*******,출고되는 27일까지 매일매일이 기대되고\n책을 받은 28일부터 매일매일 행복할 거야
658e85a1c3baaf37b89b3503,658e859ac3baaf37b89b34ff,내가 한 말을 내가 오해하지 않기로 함,ji****,"고맙습니다. 당신의 말과 글은 꺼내보는 저에게 언제나 위로를 주었었는데 이제 책이라는 매체로 다가오는 글은 어떨지 설레는 마음입니다. 곧 생일인 저에겐 선물같은 출판소식이네요, 오래오래 함께해주셔요. 🔖"
658e85a2c3baaf37b89b3504,658e859ac3baaf37b89b34ff,내가 한 말을 내가 오해하지 않기로 함,be*******,내 행복이 책을 냈다! 연말을 더 행복하게 보낼 수 있을 것 같다!
658e85a3c3baaf37b89b3505,658e859ac3baaf37b89b34ff,내가 한 말을 내가 오해하지 않기로 함,ch*******************,나에게 시인이되기도하고 코미디언도 되어주기도하며 술친구도 되어주어 고맙습니다 ~~ 🤍\n꾹꾹 눌러담았을 마음이 어떨지 궁금하지만\n배송일까지 참고 기다렸다 읽는게 책 읽는게 재밌어지는 가장 완벽한 방법이겠죠? 🤓🤓
658e85a4c3baaf37b89b3506,658e859ac3baaf37b89b34ff,내가 한 말을 내가 오해하지 않기로 함,ru******,오당기에서 최정훈에게 썼던 편지를 지독하게 기억하는데 그 때 상훈님이 글을 얼마나 진심으로 적는지 느꼈던 것 같아요. 어떤 글이든 문상훈 날 것이 그대로 담겨 있다면 우리는 그 그대로를 각자의 방식으로 지독하게 사랑할 것 같습니다.
658e85a5c3baaf37b89b3507,658e859ac3baaf37b89b34ff,내가 한 말을 내가 오해하지 않기로 함,sc*****************,브이로그를 보며 한자 한자 고민하며 써내려갔을 상훈님의 모습이 생각나서 그 한자 한자가 너무 궁금해 졌습니다.\n배송이 도착하는 날만 기다리며 하루하루 설레는 마음으로 살수 있을것 같아요.\n2023년의 연말 선물 정말 감사합니다.\n잘 읽겠습니다.
658e85a6c3baaf37b89b3508,658e859ac3baaf37b89b34ff,내가 한 말을 내가 오해하지 않기로 함,ka******,책을 볼 땐 항상 도서관 가서 빌려 읽곤 하는데 이 책은 안 살 수가 없었어요. 상훈님의 글을 볼 때 마다 참 소중하다는 생각이 들어서 단순히 글이 있는 책을 산다는 느낌보단 그 사람의 삶과 가치관을 구매하는 느낌이 들었습니다. 소중한 글 소중히 볼게요! 많이 많이 내주세요🥹
